SG_UE,NM_UE,SG_UF,NM_URNA_CANDIDATO,SG_PARTIDO,DS_SIT_TOT_TURNO,NR_TURNO
10324,LAGOA ALEGRE,PI,CARLOS MAGNO,MDB,ELEITO,1
75280,CORUMBATAÍ DO SUL,PR,XANDÃO,PSD,ELEITO,1
40436,ALVARENGA,MG,DIOCÉLIO,PV,ELEITO,1
41181,NOVORIZONTE,MG,CLEBER PINHO,PODE,ELEITO,1
01120,ACRELÂNDIA,AC,OLAVINHO,MDB,ELEITO,1
61972,BANANAL,SP,DR WILLIAM,REPUBLICANOS,ELEITO,1
64696,GUARATINGUETÁ,SP,MARCUS SOLIVA,PSC,ELEITO,1
49956,PERDIZES,MG,ROBERTO BERGAMASCO,PL,ELEITO,1
17477,MARTINS,RN,MAZÉ,DEM,ELEITO,1
61220,ALUMÍNIO,SP,ANTONIO PIASSENTINI BIMBÃO,SOLIDARIEDADE,ELEITO,1
43532,CONCEIÇÃO DO RIO VERDE,MG,PEDRO DA JÚ,PL,ELEITO,1
86240,ELDORADO DO SUL,RS,ERNANI,PDT,ELEITO,1
44237,DELFINÓPOLIS,MG,SUELY LEMOS,SOLIDARIEDADE,ELEITO,1
51233,ROCHEDO DE MINAS,MG,CRISTIANO COLETTA,REPUBLICANOS,ELEITO,1
05436,SÃO DOMINGOS DO CAPIM,PA,ELSINHO,MDB,ELEITO,1
49352,FRONTEIRA DOS VALES,MG,DAI,PODE,ELEITO,1
40231,AIURUOCA,MG,ERLISSON DO CARLINHOS,PSD,ELEITO,1
80365,MIRIM DOCE,SC,TIO BÊ - BERNARDO,PSD,ELEITO,1
45993,IBITURUNA,MG,CHICO,DEM,ELEITO,1
17990,PILÕES,RN,DR SABINO,MDB,ELEITO,1
18678,SERRINHA,RN,DEDA TERTO,PSB,ELEITO,1
25739,SÃO LOURENÇO DA MATA,PE,VINÍCIUS LABANCA,PSB,ELEITO,1
19194,ARARUNA,PB,VITAL COSTA,PP,ELEITO,1
87637,NOVA BRÉSCIA,RS,ANGELO BARBIERI BAIXINHO,PP,ELEITO,1
81680,TIGRINHOS,SC,DICÃO,MDB,ELEITO,1
68497,PEREIRA BARRETO,SP,JOAOZINHO,PL,ELEITO,1
92355,ARAGOIÂNIA,GO,ZE GARCIA,PSDB,ELEITO,1
86045,AMARAL FERRADOR,RS,NATO,PDT,ELEITO,1
07102,ARAGUANÃ,MA,FLÁVIO AMORIM,PL,ELEITO,1
80616,CAMBORIÚ,SC,DR. ELCIO,MDB,ELEITO,1
61328,SANTO ANTÔNIO DO ARACANGUÁ,SP,ROBERTO DONÁ,PSDB,ELEITO,1
62006,ILHA COMPRIDA,SP,GERALDINO JUNIOR,PSDB,ELEITO,1
47295,JORDÂNIA,MG,BIM,MDB,ELEITO,1
41289,PAI PEDRO,MG,JUNIOR DO SACOLÃO,PP,ELEITO,1
14176,IPU,CE,ROBERIO RUFINO,PC do B,ELEITO,1
40061,CAPITÃO ANDRADE,MG,AROLDO,MDB,ELEITO,1
19836,CARRAPATEIRA,PB,MARINEIDE,PL,ELEITO,1
94714,MONTES CLAROS DE GOIÁS,GO,VILMAR MACIEL,PP,ELEITO,1
21997,SÃO MAMEDE,PB,DR JEFFERSON,DEM,ELEITO,1
61794,ASSIS,SP,JOSE FERNANDES,PDT,ELEITO,1
19577,BREJO DO CRUZ,PB,DR TALES,PSDB,ELEITO,1
26018,TEREZINHA,PE,MATHEUS MARTINS,PSB,ELEITO,1
04103,MÃE DO RIO,PA,DOIDO RABELO,MDB,ELEITO,1
78530,SANTA MARIANA,PR,MARCELO BOLINHA,PSD,ELEITO,1
04049,BOM JESUS DO TOCANTINS,PA,JOÃOZINHO ROCHA,PSC,ELEITO,1
19283,SOSSÊGO,PB,NEIDE,CIDADANIA,ELEITO,1
43451,CONCEIÇÃO DAS ALAGOAS,MG,IVAINA REIS,MDB,ELEITO,1
53279,SERITINGA,MG,MARQUINHO,DEM,ELEITO,1
07668,GOVERNADOR NUNES FREIRE,MA,JOSIMAR DA SERRARIA,PSB,ELEITO,1
13870,FARIAS BRITO,CE,DEDA,PDT,ELEITO,1
21911,SÃO JOSÉ DE PIRANHAS,PB,CHICO MENDES,CIDADANIA,ELEITO,1
20974,MULUNGU,PB,MELQUIADES NASCIMENTO,PTB,ELEITO,1
14370,JAGUARIBARA,CE,JUJU,PDT,ELEITO,1
91839,SÃO FÉLIX DO ARAGUAIA,MT,DRA. JANAILZA,SOLIDARIEDADE,ELEITO,1
92886,COCALZINHO DE GOIÁS,GO,NENZAO,DEM,ELEITO,1
10820,ILHA GRANDE,PI,MARINA BRITO,PP,ELEITO,1
35947,ITABELA,BA,LUCIANO FRANCISQUETO,REPUBLICANOS,ELEITO,1
84760,PROGRESSO,RS,PAULINHO,PP,ELEITO,1
85596,CACHOEIRA DO SUL,RS,JOSÉ OTÁVIO GERMANO,PP,ELEITO,1
69019,POMPÉIA,SP,TINA,PTB,ELEITO,1
16080,ITAJÁ,RN,ALAOR,PP,ELEITO,1
48313,MERCÊS,MG,LUCINHO,PSD,ELEITO,1
93653,FORMOSO DO ARAGUAIA,TO,HENO RODRIGUES,PTB,ELEITO,1
33995,CACULÉ,BA,PEDRÃO,PSB,ELEITO,1
77852,PORTO VITÓRIA,PR,MARISA,PSD,ELEITO,1
56170,BARRA DE SÃO FRANCISCO,ES,ENIVALDO DOS ANJOS,PSD,ELEITO,1
74039,ADRIANÓPOLIS,PR,VANDIR VETERINARIO,PSD,ELEITO,1
30910,FILADÉLFIA,BA,LOURO MAIA,DEM,ELEITO,1
02852,URUCARÁ,AM,ENRICO FALABELLA,MDB,ELEITO,1
23256,BARRA DE GUABIRABA,PE,DIOGO,MDB,ELEITO,1
39756,MAETINGA,BA,DRA ALINE,PL,ELEITO,1
10162,CANAVIEIRA,PI,JOAN ROCHA,PT,ELEITO,1
76457,JARDIM OLINDA,PR,PROFESSORA LUCIMAR,PP,ELEITO,1
16101,BODÓ,RN,MARCELO FILHO,PSD,ELEITO,1
46914,JABOTICATUBAS,MG,ENEIMAR DA ESCOLA,DEM,ELEITO,1
96792,RIO SONO,TO,ITAIR MARTINS,DEM,ELEITO,1
86606,COQUEIROS DO SUL,RS,VALOIR CHAPUIS,PP,ELEITO,1
58203,RIO DAS OSTRAS,RJ,MARCELINO DA FARMACIA,PV,ELEITO,1
80730,CANOINHAS,SC,BETO PASSOS,PSD,ELEITO,1
86533,ESTRELA,RS,ELMAR SCHNEIDER,PTB,ELEITO,1
67539,NHANDEARA,SP,ZÉ DO CARNEIRO,SOLIDARIEDADE,ELEITO,1
44792,ERVÁLIA,MG,ELOÍSIO CUNHA,DEM,ELEITO,1
19917,CONDADO,PB,JORGINHO,PL,ELEITO,1
81515,IPUMIRIM,SC,REFFATTI,PL,ELEITO,1
62057,BARRA BONITA,SP,ZEQUINHA RICI,MDB,ELEITO,1
67636,NOVA GUATAPORANGA,SP,PRETINHO,PV,ELEITO,1
93165,INACIOLÂNDIA,GO,CLÁUDIO CAIXETA,PRTB,ELEITO,1
19305,BARAÚNA,PB,MANASSES DANTAS,PSB,ELEITO,1
88684,NOVO CABRAIS,RS,LEODEGAR RODRIGUES,PT,ELEITO,1
23493,BREJINHO,PE,GILSON BENTO,REPUBLICANOS,ELEITO,1
35670,ICHU,BA,GONZAGA,PSD,ELEITO,1
47813,MADRE DE DEUS DE MINAS,MG,OSMAR,DEM,ELEITO,1
19097,ALAGOINHA,PB,MARIA DE ZE ROBERTO,PSDB,ELEITO,1
92622,SÃO JOÃO DA PARAÚNA,GO,JUNINHO,DEM,ELEITO,1
34975,CURAÇÁ,BA,PEDRO OLIVEIRA,PSC,ELEITO,1
07684,IGARAPÉ DO MEIO,MA,ALMEIDA,PL,ELEITO,1
68330,PAULO DE FARIA,SP,MARIO DO COTI,PTB,ELEITO,1
15296,QUIXERAMOBIM,CE,CIRILO PIMENTA,PDT,ELEITO,1
68357,PEDERNEIRAS,SP,IVANA,PV,ELEITO,1
84859,SÃO JOÃO DA URTIGA,RS,LAMBARI,PTB,ELEITO,1
00434,NOVA MAMORÉ,RO,MARCÉLIO BRASILEIRO,DEM,ELEITO,1
45551,GRÃO MOGOL,MG,DIÊGO,PTB,ELEITO,1
46850,ITUMIRIM,MG,OLODUM,PSC,ELEITO,1
41408,PONTO CHIQUE,MG,ZÈ BOY PREÁ,PSB,ELEITO,1
07838,GODOFREDO VIANA,MA,SISSI VIANA,REPUBLICANOS,ELEITO,1
75990,INÁCIO MARTINS,PR,JUNIOR BENATO,PSD,ELEITO,1
78239,RIO NEGRO,PR,PROFESSOR JAMES,PSD,ELEITO,1
00515,NOVO HORIZONTE DO OESTE,RO,PROF CLEITON CHEREGATTO,MDB,ELEITO,1
81892,LAURO MÜLLER,SC,DRA SAIONARA,MDB,ELEITO,1
09458,URBANO SANTOS,MA,PROFESSOR CLEMILTON,PSC,ELEITO,1
01104,JORDÃO,AC,NAUDO RIBEIRO,PDT,ELEITO,1
08559,PARNARAMA,MA,RAIMUNDO SILVEIRA,PROS,ELEITO,1
45217,FORMIGA,MG,EUGÊNIO VILELA,DEM,ELEITO,1
72133,UCHOA,SP,CLAUDIO MARTINS,MDB,ELEITO,1
90409,SÃO PEDRO DA CIPA,MT,EDUARDO PORTUGUES,PSB,ELEITO,1
25496,SANTA CRUZ DO CAPIBARIBE,PE,FÁBIO ARAGÃO,PP,ELEITO,1
17698,OURO BRANCO,RN,SAMUEL SOUTO,PL,ELEITO,1
35734,ILHÉUS,BA,MARÃO,PSD,ELEITO,1
34118,CAMACÃ,BA,PAULO DO GÁS,PODE,ELEITO,1
40347,LAGOA GRANDE,MG,EDSON SABINO,PSB,ELEITO,1
86126,POÇO DAS ANTAS,RS,VÂNIA BRACKMANN,PDT,ELEITO,1
56618,JERÔNIMO MONTEIRO,ES,SÉRGIO FONSECA,PSD,ELEITO,1
28690,SÃO LUÍS DO QUITUNDE,AL,FERNANDA CAVALCANTI,MDB,ELEITO,1
89087,BOZANO,RS,CASAGRANDE,PDT,ELEITO,1
64378,GASTÃO VIDIGAL,SP,TIÃO BERTINO,DEM,ELEITO,1
40835,ARCOS,MG,PROFESSOR BAIANO,PL,ELEITO,1
11916,SÃO FÉLIX DO PIAUÍ,PI,JAILSON PIO,PP,ELEITO,1
82236,NOVA ERECHIM,SC,DITCHO FERLA,PP,ELEITO,1
75450,ENÉAS MARQUES,PR,LUPATINI,PL,ELEITO,1
86207,SANTA MARIA DO HERVAL,RS,MARA STOFFEL,PDT,ELEITO,1
49719,PEÇANHA,MG,FABRICIO ALVARENGA,PSB,ELEITO,1
41130,BARRA LONGA,MG,FERNANDO DE ZÉ DE TECA,PDT,ELEITO,1
44890,ESTIVA,MG,BILINHO,DEM,ELEITO,1
96156,TAGUATINGA,TO,PAULO ROBERTO,PSD,ELEITO,1
73466,OLIVEIRA DE FÁTIMA,TO,NEREU FONTES,SOLIDARIEDADE,ELEITO,1
61913,BADY BASSITT,SP,TOBARDINI,PSDB,ELEITO,1
74357,ARAUCÁRIA,PR,HISSAM,CIDADANIA,ELEITO,1
69930,SABINO,SP,DINHO,REPUBLICANOS,ELEITO,1
19380,CAJAZEIRINHAS,PB,ASSIS RODRIGUES,PODE,ELEITO,1
07706,ITAIPAVA DO GRAJAÚ,MA,JUNIOR DO POSTO,PDT,ELEITO,1
90719,DOM AQUINO,MT,ZÃO,PL,ELEITO,1
49212,OURO PRETO,MG,ANGELO OSWALDO,PV,ELEITO,1
33499,BAIANÓPOLIS,BA,JANDIRA XAVIER,PSD,ELEITO,1
15172,PEREIRO,CE,NETO ESTEVAM,PDT,ELEITO,1
37478,MURITIBA,BA,DANILO DE BABÃO,PSD,ELEITO,1
49611,PATROCÍNIO,MG,DEIRÓ MARRA,DEM,ELEITO,1
08249,SANTO AMARO DO MARANHÃO,MA,LEANDRO MOURA,PC do B,ELEITO,1
23183,LAGOA GRANDE,PE,VILMAR CAPPELLARO,MDB,ELEITO,1
25690,SÃO JOSÉ DO BELMONTE,PE,ROMONILSON MARIANO,PSB,ELEITO,1
58734,PARAÍBA DO SUL,RJ,DAYSE ONOFRE,PL,ELEITO,1
17850,PATU,RN,RIVELINO,MDB,ELEITO,1
61980,NOVA CAMPINA,SP,JOSI DO ELIEL,PTB,ELEITO,1
85570,CACEQUI,RS,ANA PAULA,MDB,ELEITO,1
69299,PRESIDENTE PRUDENTE,SP,ED THOMAS,PSB,ELEITO,1
46477,ITAJUBÁ,MG,CHRISTIAN GONÇALVES,DEM,ELEITO,1
21059,NOVA OLINDA,PB,DIOGO,DEM,ELEITO,1
12262,PAJEÚ DO PIAUÍ,PI,CLÁUDIO PEREIRA,PL,ELEITO,1
74845,SÃO MANOEL DO PARANÁ,PR,AGNALDO TREVISAN,PSB,ELEITO,1
92371,ARAGUACEMA,TO,MARQUINHO,MDB,ELEITO,1
32077,POÇO REDONDO,SE,DR JUNIOR CHAGAS,REPUBLICANOS,ELEITO,1
04065,SÃO JOÃO DE PIRABAS,PA,KAMILY ARAUJO,MDB,ELEITO,1
93424,PORTEIRÃO,GO,HENRIQUE,PSB,ELEITO,1
66613,MACATUBA,SP,ANDERSON FERREIRA,PODE,ELEITO,1
96512,MUNDO NOVO,GO,MARLENE LOURENÇO,REPUBLICANOS,ELEITO,1
86371,ERECHIM,RS,POLIS,MDB,ELEITO,1
74799,CAMPO DO TENENTE,PR,EVERTON VIZENTIN,PSL,ELEITO,1
89222,FORQUETINHA,RS,PAULO GRUNEWALD,PP,ELEITO,1
88463,DOM PEDRO DE ALCÂNTARA,RS,XANDE,MDB,ELEITO,1
88790,SÃO LOURENÇO DO SUL,RS,RUDINEI HARTER,PDT,ELEITO,1
41505,SANTA HELENA DE MINAS,MG,MARCUS DE ZÉ WILSON,AVANTE,ELEITO,1
34517,CENTRAL,BA,RENATO DO BOI,PSB,ELEITO,1
73431,RIO DA CONCEIÇÃO,TO,EDINALVA OLIVEIRA,PT,ELEITO,1
32476,TOBIAS BARRETO,SE,DILSON DE AGRIPINO,CIDADANIA,ELEITO,1
08770,PORTO FRANCO,MA,DEOCLIDES MACEDO,PDT,ELEITO,1
39098,SERRINHA,BA,ADRIANO LIMA,PP,ELEITO,1
20370,INGÁ,PB,ROBÉRIO BURITY,PDT,ELEITO,1
88170,RIO PARDO,RS,EDIVILSON BRUM,MDB,ELEITO,1
21415,POCINHOS,PB,ELIANE GALDINO,AVANTE,ELEITO,1
55050,PARAÍSO DAS ÁGUAS,MS,ANIZIO ANDRADE,DEM,ELEITO,1
04766,CACHOEIRA DO PIRIÁ,PA,MUNDÔ,SOLIDARIEDADE,ELEITO,1
02330,FONTE BOA,AM,BIQUINHO,PL,ELEITO,1
27570,GIRAU DO PONCIANO,AL,DAVID BARROS,MDB,ELEITO,1
34673,CONCEIÇÃO DO COITÉ,BA,MARCELO,DEM,ELEITO,1
36455,ITUAÇU,BA,PHELLIPE BRITO,PSD,ELEITO,1
40983,LUISBURGO,MG,NÍDIO,DEM,ELEITO,1
40126,DIVISA ALEGRE,MG,DEMIR DA LOJA,PP,ELEITO,1
35238,GANDU,BA,LEO DE NECO,PP,ELEITO,1
38237,RETIROLÂNDIA,BA,VONTE DO MERIM,PSD,ELEITO,1
46353,ITABIRINHA,MG,DR LUCAS DONADIA,PSD,ELEITO,1
75221,CARAMBEÍ,PR,ELISANGELA PEDROSO,PSB,ELEITO,1
77399,PALOTINA,PR,LUIZ ERNESTO DE GIACOMETTI,PL,ELEITO,1
76538,JUSSARA,PR,ROBISON PEDROSO DA SILVA,PSD,ELEITO,1
62774,CAFELÂNDIA,SP,TAIS CONTIERI,PODE,ELEITO,1
86118,CONDOR,RS,VALMIR LAND,PP,ELEITO,1
58491,MAGÉ,RJ,RENATO COZZOLINO,PP,ELEITO,1
43052,CATAGUASES,MG,JOSÉ HENRIQUES,MDB,ELEITO,1
89893,ARAPUTANGA,MT,ENILSON RIOS,SOLIDARIEDADE,ELEITO,1
05070,OURÉM,PA,ROBERTO UCHOA,PSDB,ELEITO,1
76694,LUPIONÓPOLIS,PR,TONINHO PELOSI,PSL,ELEITO,1
81370,IÇARA,SC,DALVANIA CARDOSO,PP,ELEITO,1
62383,OUROESTE,SP,DR ALEX,PP,ELEITO,1
66877,MATÃO,SP,ADAUTO,PT,ELEITO,1
16110,ALMINO AFONSO,RN,JÉSSICA AMORIM,MDB,ELEITO,1
85820,MONTAURI,RS,JAIRO ROSO,MDB,ELEITO,1
41793,BRUMADINHO,MG,NENEN DA ASA,PV,ELEITO,1
44830,ESPERA FELIZ,MG,OZIEL GOMES,PSD,ELEITO,1
93475,DUERÉ,TO,VALDENÍ CARVALHO,PSD,ELEITO,1
39039,SENTO SÉ,BA,ANA PASSOS,PSD,ELEITO,1
21334,PILÕES,PB,SOCORRO BRILHANTE,PP,ELEITO,1
89877,ALTA FLORESTA,MT,CHICO GAMBA,PSDB,ELEITO,1
89192,SOLEDADE,RS,MARILDA,MDB,ELEITO,1
98035,COSTA RICA,MS,DELEGADO CLÉVERSON,PP,ELEITO,1
63070,CAPELA DO ALTO,SP,KÉKE,PSDB,ELEITO,1
67997,PACAEMBU,SP,JOAO FRANCISCO,PL,ELEITO,1
41076,BARÃO DE COCAIS,MG,DÉCIO,PSB,ELEITO,1
02976,BOA VISTA DO RAMOS,AM,ERALDO CB,PSC,ELEITO,1
03042,AMAJARI,RR,NUBIA LIMA,MDB,ELEITO,1
12548,VILA NOVA DO PIAUÍ,PI,EDILSON BRITO,PSD,ELEITO,1
32212,ROSÁRIO DO CATETE,SE,CÉSAR RESENDE,PDT,ELEITO,1
74691,CAMBARÁ,PR,NETO HAGGI,MDB,ELEITO,1
98051,DOURADINA,MS,PROFESSOR JEAN,PSDB,ELEITO,1
88447,MAÇAMBARÁ,RS,ADRIANE SCHRAMM,PSDB,ELEITO,1
00051,JI-PARANÁ,RO,ISAU FONSECA,MDB,ELEITO,1
47350,JURAMENTO,MG,MARLENE DE VENÂNCIO,PP,ELEITO,1
27995,MATA GRANDE,AL,ERIVALDO MANDÚ,PTB,ELEITO,1
47058,JAPARAÍBA,MG,ECIO VELOSO,PC do B,ELEITO,1
07285,BOM LUGAR,MA,MARLENE MIRANDA,PC do B,ELEITO,1
45454,GALILÉIA,MG,JUJUBA,PSDB,ELEITO,1
02992,CAAPIRANGA,AM,TICO BRAZ,PSC,ELEITO,1
91499,ROCHEDO,MS,JUNINHO,PSDB,ELEITO,1
15814,VÁRZEA ALEGRE,CE,ZÉ HELDER,MDB,ELEITO,1
76830,MARECHAL CÂNDIDO RONDON,PR,MARCIO RAUBER,DEM,ELEITO,1
81205,SANTIAGO DO SUL,SC,JULCIMAR A LORENZETTI,MDB,ELEITO,1
49190,OURO FINO,MG,HENRIQUE WOLF,PSL,ELEITO,1
85405,PROTÁSIO ALVES,RS,ITAMAR ANTONIO GIRARDI,PP,ELEITO,1
35998,ITACARÉ,BA,ANTONIO DE ANIZIO,PT,ELEITO,1
07358,BENEDITO LEITE,MA,RAMON BARROS,PC do B,ELEITO,1
76210,IVAÍ,PR,IDIR TREVISO,PSD,ELEITO,1
78310,SABÁUDIA,PR,MOISES DO POSTO,PP,ELEITO,1
84638,JURANDA,PR,LEILA AMADEI,PSD,ELEITO,1
98434,RIO PRETO DA EVA,AM,ANDERSON SOUSA,PP,ELEITO,1
50318,PLANURA,MG,TUNIQUIM BOTELHO,PTB,ELEITO,1
39594,VALENTE,BA,UBALDINO AMARAL,DEM,ELEITO,1
82694,POUSO REDONDO,SC,OSCAR,PL,ELEITO,1
67474,NATIVIDADE DA SERRA,SP,EVAIL AUGUSTO,PSB,ELEITO,1
49310,PAIVA,MG,BRUNO,PSC,ELEITO,1
98736,NOVA OLÍMPIA,MT,ZÉ ELPIDIO,DEM,ELEITO,1
33073,ÁGUA FRIA,BA,RENAN,PL,ELEITO,1
07781,JUNCO DO MARANHÃO,MA,ANTONIO FILHO,PC do B,ELEITO,1
41904,CÔNEGO MARINHO,MG,AGIDE SANTANA,PP,ELEITO,1
37915,PINDAÍ,BA,JOAO VEIGA,PP,ELEITO,1
48933,NOVA ERA,MG,TXAI,REDE,ELEITO,1
47996,MARIANA,MG,CELSO COTA,MDB,ELEITO,1
50890,RIACHO DOS MACHADOS,MG,RICARDO DE MINGA,PL,ELEITO,1
18171,RODOLFO FERNANDES,RN,LILITO MONTEIRO,MDB,ELEITO,1
06092,OIAPOQUE,AP,BRENO DO MIGUEL DO POSTO,PRTB,ELEITO,1
04995,NOVA TIMBOTEUA,PA,SOCORRINHA,MDB,ELEITO,1
38571,SANTA CRUZ DA VITÓRIA,BA,PROFESSOR MAURÍCIO,PSDB,ELEITO,1
56030,ALEGRE,ES,NIRRÔ,SOLIDARIEDADE,ELEITO,1
10480,SANTANA DO PIAUÍ,PI,MARIA JOSÉ,PP,ELEITO,1
88005,TRÊS FORQUILHAS,RS,LOLA,PP,ELEITO,1
79359,UMUARAMA,PR,CELSO POZZOBOM,PSC,ELEITO,1
59277,ARRAIAL DO CABO,RJ,MARCELO MAGNO,SOLIDARIEDADE,ELEITO,1
85634,CACIQUE DOBLE,RS,ZICO,PDT,ELEITO,1
44997,EWBANK DA CÂMARA,MG,JOSE MARIA,CIDADANIA,ELEITO,1
54275,VIÇOSA,MG,RAIMUNDO VIOLEIRA,PSD,ELEITO,1
28398,PINDOBA,AL,CÍCERO CARDOSO,PTB,ELEITO,1
31992,PEDRA MOLE,SE,ZÉ AUGUSTO DE ZÉ DE LOLÓ,PSD,ELEITO,1
80187,IRACEMINHA,SC,JEAN CARLOS NYLAND,MDB,ELEITO,1
83038,SALTO VELOSO,SC,NEREU BORGA,PP,ELEITO,1
71196,SÃO SIMÃO,SP,MARQUINHOS KAJURU,DEM,ELEITO,1
07447,CENTRO DO GUILHERME,MA,ZÉ DE DÁRIO,PL,ELEITO,1
47775,MACHACALIS,MG,MAURO DE MORENO,AVANTE,ELEITO,1
14354,JAGUARETAMA,CE,GLAIRTON CUNHA,PP,ELEITO,1
84530,TURVO,PR,JERONIMO,PSD,ELEITO,1
89435,TRIUNFO,RS,MURILO,MDB,ELEITO,1
49816,PEDRALVA,MG,JOSIMAR,DEM,ELEITO,1
51551,SANTA LUZIA,MG,DELEGADO CHRISTIANO XAVIER,PSD,ELEITO,1
53295,SERRA AZUL DE MINAS,MG,SARGENTO LEONARDO,PSDB,ELEITO,1
68675,PINHALZINHO,SP,PAULINHO,PSDB,ELEITO,1
55018,ALCINÓPOLIS,MS,DALMY,DEM,ELEITO,1
13188,HORIZONTE,CE,NEZINHO FARIAS,PDT,ELEITO,1
28053,MINADOR DO NEGRÃO,AL,JOSIAS APRIGIO,PP,ELEITO,1
07854,GONÇALVES DIAS,MA,TOINHO PATIOBA,DEM,ELEITO,1
49530,PASSA TEMPO,MG,EDILSON RODRIGUES,PSB,ELEITO,1
35939,IRECÊ,BA,ELMO VAZ,PSB,ELEITO,1
33510,BAIXA GRANDE,BA,GILVAN,PSD,ELEITO,1
42145,GOIABEIRA,MG,SAMUEL FERREIRA,SOLIDARIEDADE,ELEITO,1
79332,UBIRATÃ,PR,FABIO DALECIO,CIDADANIA,ELEITO,1
61492,APARECIDA,SP,PIRIQUITO,PODE,ELEITO,1
53139,SENADOR FIRMINO,MG,WILLIAM MUSSI,PV,ELEITO,1
30775,BARROCAS,BA,JAI DE BARROCAS,PSD,ELEITO,1
74497,BARRACÃO,PR,JORGE SANTIN,PSD,ELEITO,1
02151,BOCA DO ACRE,AM,ZECA CRUZ,PP,ELEITO,1
80160,URUPEMA,SC,EVANDRO,PP,ELEITO,1
77593,PÉROLA D'OESTE,PR,EDSOM BAGETTI,PL,ELEITO,1
87459,MAXIMILIANO DE ALMEIDA,RS,KIDE,MDB,ELEITO,1
04430,CAPANEMA,PA,CHICO NETO,MDB,ELEITO,1
45977,IBITIÚRA DE MINAS,MG,ALEXANDRE,PROS,ELEITO,1
74896,CAPITÃO LEÔNIDAS MARQUES,PR,MAXWELL SCAPINI,PV,ELEITO,1
75833,GUARAPUAVA,PR,CELSO GÓES,CIDADANIA,ELEITO,1
86401,BARRA FUNDA,RS,MARCOS ANDRE PIAIA,PP,ELEITO,1
81655,ITAPIRANGA,SC,ALEXANDRE RIBAS,PP,ELEITO,1
20710,LIVRAMENTO,PB,NANANDA,PL,ELEITO,1
41807,CAMPO AZUL,MG,JUNIOR DE OSEAS,PSD,ELEITO,1
23108,SANTA CRUZ,PE,ELIANE SOARES,AVANTE,ELEITO,1
34398,CARDEAL DA SILVA,BA,BRANCO SALES,PP,ELEITO,1
41947,CÓRREGO FUNDO,MG,DANILO CONTADOR,PSD,ELEITO,1
24090,FERREIROS,PE,ZE ROBERTO,PSB,ELEITO,1
88480,UNISTALDA,RS,GILNEI,PP,ELEITO,1
89028,ARROIO DO PADRE,RS,RUI CARLOS PETER,DEM,ELEITO,1
80330,ASCURRA,SC,ARAO JOSINO,PSD,ELEITO,1
89737,CAPÃO DO LEÃO,RS,SCHMITT,PP,ELEITO,1
42951,CARVALHOS,MG,CARECA,PSB,ELEITO,1
47953,MAR DE ESPANHA,MG,KIM,PSDB,ELEITO,1
93220,TEREZÓPOLIS DE GOIÁS,GO,UILTINHO,PSC,ELEITO,1
23213,ARARIPINA,PE,RAIMUNDO PIMENTEL,PSL,ELEITO,1
95273,PEIXE,TO,CEZINHA,MDB,ELEITO,1
58416,ITAOCARA,RJ,GEYVES,CIDADANIA,ELEITO,1
86258,DOIS IRMÃOS,RS,JERRI MENEGHETTI,PP,ELEITO,1
66710,MAIRIPORÃ,SP,ALADIM,PSDB,ELEITO,1
69515,REGINÓPOLIS,SP,RONALDO CORREA,PODE,ELEITO,1
90999,JARDIM,MS,DRA. CLEDIANE,DEM,ELEITO,1
31577,ITABAIANA,SE,ADAILTON SOUSA,PL,ELEITO,1
27391,COITÉ DO NÓIA,AL,BUENO HIGINO,PP,ELEITO,1
56332,CONCEIÇÃO DO CASTELO,ES,CHRISTIANO SPADETTO,CIDADANIA,ELEITO,1
75655,FRANCISCO BELTRÃO,PR,CLEBER FONTANA,PSDB,ELEITO,1
85243,IPIRANGA DO SUL,RS,MARCO SANA,PTB,ELEITO,1
44350,DIONÍSIO,MG,NANDO DE CHIQUITO TRAJANO,MDB,ELEITO,1
13277,ARATUBA,CE,JOERLY VITOR,REPUBLICANOS,ELEITO,1
33936,BUERAREMA,BA,VINÍCIUS IBRANN,DEM,ELEITO,1
38415,RIO REAL,BA,CARROÇA,PP,ELEITO,1
15431,SANTANA DO CARIRI,CE,DR SAMUEL,DEM,ELEITO,1
87904,SÉRIO,RS,MOISES DE FREITAS,MDB,ELEITO,1
68314,PAULÍNIA,SP,DU CAZELLATO,PL,ELEITO,1
88340,CARAÁ,RS,MAGDIEL,PSDB,ELEITO,1
88935,SÃO SEBASTIÃO DO CAÍ,RS,JÚLIO CAMPANI,PSDB,ELEITO,1
71498,SUMARÉ,SP,LUIZ DALBEN,CIDADANIA,ELEITO,1
51853,SANTA RITA DE JACUTINGA,MG,ALEXSANDRO LANDIM NOGUEIRA,DEM,ELEITO,1
84964,IBIRAPUITÃ,RS,JOSE PROVENCI,MDB,ELEITO,1
01511,PLÁCIDO DE CASTRO,AC,CAMILO DA SILVA,PSD,ELEITO,1
92592,BABAÇULÂNDIA,TO,FRANCIEL,PSB,ELEITO,1
47155,JEQUITINHONHA,MG,NILO SOUTO,PDT,ELEITO,1
50695,ALTO JEQUITIBÁ,MG,DANIEL,PDT,ELEITO,1
91677,VÁRZEA GRANDE,MT,KALIL BARACAT,MDB,ELEITO,1
89150,CAPÃO DA CANOA,RS,AMAURI,PTB,ELEITO,1
96598,SILVANÓPOLIS,TO,GERNIVON,PSD,ELEITO,1
